[(46.0, 352.0, 85.5), (36.0, 361.0, 85.5), (54.0, 359.0, 85.5), (-6.0, 317.0, 29), (86.0, 307.0, 33), (17.0, 185.0, -2), (68.0, 186.0, -26), (-8.0, 99.0, 40), (99.0, 104.0, 24), (-7.0, 13.0, 0), (97.0, 13.0, 0), (0, 0, 0), (90.0, 2.0, 0), (-26.0, 0, 39), (118.0, 0, 37)]
[(45.0, 333.0, 96.0), (36.0, 342.0, 96.0), (53.0, 341.0, 96.0), (-5.0, 298.0, 40), (86.0, 289.0, 32), (15.0, 173.0, -14), (68.0, 173.0, -36), (-10.0, 97.0, 44), (106.0, 103.0, 26), (-7.0, 13.0, 0), (97.0, 13.0, 0), (0, 0, 0), (89.0, 2.0, 0), (-26.0, 0, 39), (118.0, 0, 36)]
[(45.0, 331.0, 89.0), (36.0, 339.0, 89.0), (52.0, 339.0, 89.0), (-4.0, 295.0, 33), (86.0, 286.0, 34), (15.0, 169.0, -19), (68.0, 170.0, -34), (-12.0, 97.0, 43), (107.0, 102.0, 29), (-7.0, 13.0, 0), (97.0, 13.0, 0), (0, 0, 0), (89.0, 2.0, 0), (-26.0, 0, 39), (118.0, 0, 36)]
[(45.0, 287.0, 119.0), (36.0, 297.0, 119.0), (53.0, 296.0, 119.0), (-2.0, 259.0, 46), (87.0, 256.0, 50), (16.0, 149.0, -34), (68.0, 151.0, -34), (-18.0, 96.0, 42), (113.0, 96.0, 37), (-7.0, 12.0, 0), (97.0, 11.0, 0), (0, 0, 0), (89.0, 0.0, 0), (-27.0, 0, 38), (119.0, 0, 36)]
[(45.0, 264.0, 145.0), (37.0, 274.0, 145.0), (54.0, 274.0, 145.0), (2.0, 244.0, 62), (87.0, 238.0, 62), (17.0, 141.0, -28), (68.0, 142.0, -32), (-21.0, 92.0, 49), (113.0, 93.0, 44), (-9.0, 12.0, 0), (98.0, 11.0, 0), (0, 0, 0), (89.0, 0.0, 0), (-28.0, 0, 37), (119.0, 0, 36)]
[(46.0, 248.0, 147.0), (38.0, 258.0, 147.0), (54.0, 258.0, 147.0), (5.0, 228.0, 65), (87.0, 223.0, 60), (20.0, 130.0, -30), (70.0, 130.0, -37), (-22.0, 90.0, 50), (114.0, 92.0, 45), (-9.0, 11.0, 0), (98.0, 11.0, 0), (0, 0, 0), (89.0, -1.0, 0), (-29.0, 0, 37), (120.0, 0, 35)]
[(46.0, 251.0, 144.0), (38.0, 260.0, 144.0), (54.0, 260.0, 144.0), (5.0, 226.0, 64), (88.0, 221.0, 62), (21.0, 128.0, -31), (70.0, 129.0, -36), (-22.0, 90.0, 50), (116.0, 92.0, 46), (-9.0, 11.0, 0), (98.0, 12.0, 0), (0, 0, 0), (89.0, 0.0, 0), (-29.0, 0, 37), (120.0, 0, 35)]
[(47.0, 222.0, 146.0), (38.0, 232.0, 146.0), (55.0, 232.0, 146.0), (6.0, 204.0, 65), (88.0, 201.0, 56), (23.0, 111.0, -35), (71.0, 111.0, -44), (-23.0, 90.0, 50), (119.0, 93.0, 43), (-9.0, 11.0, 0), (98.0, 12.0, 0), (0, 0, 0), (89.0, 1.0, 0), (-30.0, 0, 36), (119.0, 0, 36)]
[(49.0, 211.0, 144.5), (39.0, 221.0, 144.5), (57.0, 221.0, 144.5), (7.0, 195.0, 64), (88.0, 190.0, 55), (23.0, 101.0, -35), (71.0, 100.0, -45), (-24.0, 89.0, 51), (121.0, 94.0, 42), (-8.0, 11.0, 0), (98.0, 13.0, 0), (0, 0, 0), (89.0, 2.0, 0), (-28.0, 0, 37), (118.0, 0, 36)]
[(49.0, 204.0, 143.5), (40.0, 215.0, 143.5), (58.0, 215.0, 143.5), (9.0, 190.0, 64), (88.0, 187.0, 51), (24.0, 95.0, -34), (71.0, 93.0, -45), (-25.0, 88.0, 52), (121.0, 94.0, 42), (-8.0, 11.0, 0), (98.0, 13.0, 0), (0, 0, 0), (89.0, 2.0, 0), (-28.0, 0, 37), (118.0, 0, 36)]
[(48.0, 206.0, 142.5), (39.0, 216.0, 142.5), (57.0, 215.0, 142.5), (8.0, 188.0, 65), (87.0, 186.0, 49), (24.0, 93.0, -33), (70.0, 92.0, -47), (-27.0, 88.0, 52), (121.0, 95.0, 40), (-9.0, 11.0, 0), (97.0, 13.0, 0), (0, 0, 0), (88.0, 2.0, 0), (-29.0, 0, 37), (117.0, 0, 36)]
[(48.0, 210.0, 151.0), (39.0, 220.0, 151.0), (56.0, 219.0, 151.0), (8.0, 194.0, 68), (87.0, 190.0, 58), (23.0, 101.0, -32), (70.0, 102.0, -44), (-27.0, 88.0, 52), (121.0, 94.0, 42), (-9.0, 11.0, 0), (98.0, 13.0, 0), (0, 0, 0), (88.0, 2.0, 0), (-28.0, 0, 37), (117.0, 0, 36)]
[(48.0, 220.0, 151.0), (39.0, 229.0, 151.0), (56.0, 230.0, 151.0), (7.0, 203.0, 69), (85.0, 202.0, 56), (23.0, 110.0, -31), (70.0, 110.0, -42), (-27.0, 89.0, 52), (120.0, 94.0, 44), (-9.0, 12.0, 0), (98.0, 14.0, 0), (0, 0, 0), (88.0, 3.0, 0), (-28.0, 0, 37), (118.0, 0, 36)]
[(48.0, 221.0, 151.5), (39.0, 231.0, 151.5), (56.0, 231.0, 151.5), (7.0, 205.0, 69), (84.0, 205.0, 57), (23.0, 112.0, -31), (70.0, 113.0, -41), (-26.0, 89.0, 52), (120.0, 94.0, 44), (-9.0, 12.0, 0), (98.0, 14.0, 0), (0, 0, 0), (88.0, 3.0, 0), (-28.0, 0, 37), (118.0, 0, 36)]
[(47.0, 228.0, 155.5), (38.0, 238.0, 155.5), (55.0, 237.0, 155.5), (7.0, 207.0, 71), (82.0, 207.0, 65), (20.0, 116.0, -31), (68.0, 119.0, -37), (-26.0, 89.0, 52), (119.0, 93.0, 46), (-9.0, 12.0, 0), (97.0, 14.0, 0), (0, 0, 0), (88.0, 3.0, 0), (-28.0, 0, 37), (119.0, 0, 35)]
[(47.0, 231.0, 157.0), (38.0, 240.0, 157.0), (54.0, 240.0, 157.0), (7.0, 208.0, 72), (80.0, 211.0, 66), (19.0, 118.0, -31), (67.0, 121.0, -34), (-26.0, 89.0, 52), (118.0, 92.0, 48), (-9.0, 12.0, 0), (97.0, 14.0, 0), (0, 0, 0), (88.0, 3.0, 0), (-28.0, 0, 37), (119.0, 0, 35)]
[(44.0, 292.0, 142.5), (36.0, 301.0, 142.5), (51.0, 302.0, 142.5), (5.0, 267.0, 62), (80.0, 266.0, 61), (19.0, 154.0, -15), (67.0, 155.0, -16), (-24.0, 93.0, 50), (112.0, 93.0, 50), (-9.0, 14.0, 0), (97.0, 15.0, 0), (0, 0, 0), (88.0, 4.0, 0), (-28.0, 0, 37), (119.0, 0, 35)]
[(43.0, 294.0, 135.0), (36.0, 302.0, 135.0), (50.0, 302.0, 135.0), (6.0, 269.0, 56), (81.0, 266.0, 58), (19.0, 153.0, -17), (68.0, 154.0, -17), (-22.0, 92.0, 49), (110.0, 92.0, 50), (-8.0, 12.0, 0), (98.0, 13.0, 0), (0, 0, 0), (89.0, 2.0, 0), (-28.0, 0, 37), (120.0, 0, 35)]
[(43.0, 314.0, 129.0), (36.0, 323.0, 129.0), (50.0, 322.0, 129.0), (3.0, 288.0, 48), (81.0, 279.0, 66), (18.0, 165.0, -12), (67.0, 166.0, -8), (-20.0, 94.0, 46), (107.0, 93.0, 49), (-9.0, 12.0, 0), (98.0, 13.0, 0), (0, 0, 0), (90.0, 2.0, 0), (-28.0, 0, 37), (120.0, 0, 36)]
[(42.0, 314.0, 128.0), (35.0, 323.0, 128.0), (50.0, 323.0, 128.0), (3.0, 286.0, 52), (82.0, 280.0, 58), (18.0, 164.0, -10), (68.0, 165.0, -12), (-19.0, 93.0, 48), (107.0, 93.0, 47), (-8.0, 12.0, 0), (99.0, 12.0, 0), (0, 0, 0), (91.0, 0.0, 0), (-28.0, 0, 37), (121.0, 0, 36)]
[(38.0, 363.0, 99.5), (31.0, 372.0, 99.5), (45.0, 371.0, 99.5), (-5.0, 323.0, 38), (79.0, 318.0, 47), (16.0, 192.0, 2), (66.0, 194.0, -6), (-10.0, 101.0, 32), (98.0, 103.0, 24), (-8.0, 12.0, 0), (98.0, 12.0, 0), (0, 0, 0), (91.0, 0.0, 0), (-28.0, 0, 37), (120.0, 0, 37)]
